,title,content
99,혹시 이런 가디건 느낌낼려면 어떻게 해야할까요?,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ \u200b\u200b\u200b관련 링크(없으면 미첨부) ▷\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n구제 느낌도 나는데 혹시 이런 제품 알고 계신다면 공유 부탁드려요ㅜㅜ 감사합니다!']"
100,강릉 바다 좋구만🌊,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 -  구제 엄브로 잉글랜드 웜업상의 -  아웃도어 후드하의 -   구제 와이드 청바지신발 -  나이키 에어맥스 95기타 악세 -  정체모를 선글라스키,몸무게(선택) - 176/76\u200b갑자기 강릉가서 거기 있는 분들 중에 제일로 재밌게 놀다 왔네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
101,컨버스 척70 핵이득 꿀매,"[""*쇼핑후기 게시판은 제품 실사 혹은 실사용 후기가 필수입니다. 누락 될 경우 삭제 될 수 있으니 참고해주세요. \u200b\u200b📌기본양식 \u200b브랜드,품명 - 컨버스 척 70's \u200b제품 사진(실사) - \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n드라이브하다가 구제상점 들렀는데 이런 좋은 물건이... 이건 못참지🐙 -바로구매-""]"
102,구제 폴로 스트라이프,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  제 친구한테 보여줬더니 홀애비핏 이냐고 그래서요스트라이프 패턴이 너무 나이들어보이나요?? 와이드 슬렉스들( 크림, 그레이, 블랙) 이랑 입으면 이쁠거 같은데 어떤가요?? \u200b\u200b관련 사진 ▷ \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b\u200b관련 링크(없으면 미첨부) ▷']"
103,역시 주말은 짧슴당..😢,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 -  미치코런던(구제)상의 -  더티뮤하의 -  빈폴신발 -  반스기타 악세 - 아페쎄  키,몸무게(선택) - 178/77\u200b월화수목금퇼...퉤!!']"
104,두번째 워킹샷이에요 피드백좀용,"['\u200b🔈생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \u200b<원하는 스타일> - 캐주얼\u200b<아쉬운점, 피드백 받고 싶은 포인트> - 워킹샷이 아직 어려운데 팁이나 피드백 받고싶어용\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b<기본양식> 아우터 -  구제상의 -  구제하의 -  보세신발 -  조던기타 악세 -  무신사, 스파오키,몸무게(선택) - 174/55']"
105,워킹샷 ! 조던 데일리룩,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 -  구제상의 -  구제하의 -  보세신발 -  조던기타 악세 -  무신사, 스파오, 에어팟키,몸무게(선택) - 174/55']"
106,가지고있는 신발 너무 많을까요...!?,"[""🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ \u200b\u200b\u200b관련 링크(없으면 미첨부) ▷\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n보유중인 상의\u200b1. 니트류자바나스 니트 크림, 블루유니클로u 꽈배기 니트 화이트아가일 패턴 니트 (브라운 베이스+네이비)마르지엘라 베이지 니트\u200b2. 맨투맨나이키 그레이 맨투맨나이키X스투시 스웻셔츠&팬츠 세트디스이즈네버댓 인터네셔널 블랙 맨투맨 디스이즈네버댓 와인 맨투맨디스이즈네버댓 화이트 맨투맨비바스튜디오 파스텔블루 맨투맨\u200b3. 셔츠류cos 리오셀 헨리넥셔츠 네이비cos 논카라 튜닉 셔츠 스카이블루cos 베이직 셔츠 화이트하이파이펑크 소라색 셔츠버버리 구제셔츠 베이지마제스틱 플란넬 셔츠\u200b4. 아우터노스페이스 익스플로링 롱패딩 블랙비바스튜디오 체스터필드 블랙 코트입생로랑 차콜 코트 드로우핏 오버사이즈 베이지 코트알파인더스트리 MA-1 카키칼하트 덕액티브 베이지칼하트 빈티지 자켓 다크브라운에스피오나지 후드집업 그레이에잇세컨즈 아메카지 자켓유니클로 개파카 카키COS 트윌 자켓 네이비모노소잉 블랙 블레이저유니클로 컴포즈 자켓 네이비블랙입생로랑 블레이저 그레이유니클로 데님자켓투르바투르 라이더자켓\u200b하의류무신사스탠다드 리얼와이드 슬랙스 블랙, 그레이르메르 와이드슬랙스리바이스 와이드 중청페이탈리즘 0299 와이드 진청유니클로U 베이커팬츠 브라운니들즈 HD팬츠 베이지니들즈 HD팬츠 올리브보세 핀턱 와이드 슬랙스COS 엘라스틱 오가닉 트라우져 라이트그레이오파츠 크롭 팬츠 카키편집샵 와이드 치마 그레이패턴하이파이펑크 와이드 생지데님에잇세컨즈 솔리드 브라운 팬츠\u200b\u200b현재 보유중인 신발\u200b컨버스 척테일러 70's 블랙, 아마존그린 아디다스 이지부스트 클라우드 화이트이티스 스니커즈 다크그린꼼데X컨버스 척테일러 화이트닥터마틴 모노 블랙닥터마틴 첼시부츠르아르 가죽 슬리퍼컨버스 메이슨 스니커즈뉴발란스 990v4 아크틱폭스 그레이호카오네오네 본디6나이키X제이크루 킬샷2 그린버켄스탁 아리조나팀버랜드 6주년 워커닥터마틴 단테 화이트\u200b생각나는건 요정도구 아마 찾아보면 맥퀸 오버솔이랑 다양한 신발들이 있을겁니다.. \u200b신발이 너무 많아서 정리하려하는데 전부 정이가는 신발이라 뭐부터 정리해야할지 모르겠습니다ㅠㅠ\u200b미니멀한 캐쥬얼, 아메카지 스타일 좋아하고 깔끔한 미니멀도 가끔 매칭합니다!\u200b카페 여러분이 도움을 주세요!!\u200b\u200b\u200b\u200b\u200b""]"
107,2프로 부족한 올블랙,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b<기본양식> 아우터 -  구제상의 -  비바스튜디오하의 -  유니클로신발 -  뉴발란스기타 악세 -  애플, 1507키,몸무게(선택) - 169/46']"
108,짭인가요??? 도와주세요 ㅠㅠㅠ,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ 아그리고 베이지 폴로자켓 이거 이름아시는뷴 있으신가요\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b관련 링크(없으면 미첨부) ▷']"
109,오버핏 블레이저 추천해주셔요,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ \u200b\u200b\u200b관련 링크(없으면 미첨부) ▷\u200b\u200b\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n사진이 본인인고키는 169에 61인데키가 작아서 기장이 너무긴 블레이저는 입기가 힘들어서ㅠㅠ\u200b\u200b더블은 이미 있구 그냥 블레이저중에 오버핏으로 팔통이 여유있고댄디하지 않은 코트 있을까여?\u200b']"
110,바둑알 코디,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 -  나이키상의 -  유벤투스 져지하의 -  구제신발 -  반스 체커보드기타 악세 -  선글라스키,몸무게(선택) - \u200b날씨가 많이 풀렸네요!! 다들 간절이 아우터 슬슬 챙기셔야죠요새 간절기 아우터 핫한게 뭐가 있나요🔥\n\n\n\n \n\n\n\n\n\n\n\n\n훈스델리 (24)(@callmeleon0333) • Instagram 사진 및 동영상\n팔로워 1,104명, 팔로잉 716명, 게시물 50개 - 훈스델리 (24)(@callmeleon0333)님의 Instagram 사진 및 동영상 보기\nwww.instagram.com\n\n\n\n\n\n\n \n\n\n\n\u200b']"
111,이것은 캐주얼인가 아메카지인가..,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b<기본양식> 아우터 -  구제상의 -  유니클로하의 -  페이탈리즘신발 -  엄마 .. 신발기타 악세 -  캉골키,몸무게(선택) - \n\n\n\n \n\n\n\n\n\n\n\n\n입고 싶은 대로(@0vongia) • Instagram 사진 및 동영상\n팔로워 211명, 팔로잉 99명, 게시물 34개 - 입고 싶은 대로(@0vongia)님의 Instagram 사진 및 동영상 보기\nwww.instagram.com']"
112,워킹샷 훈수좀 부탁드려용,"['\u200b🔈생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \u200b<원하는 스타일> - 캐트릿\u200b<아쉬운점, 피드백 받고 싶은 포인트> - 처음으로 워킹샷을 찍어보았는데 괜찮은지 물어보고싶어용\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b<기본양식> 아우터 -  구제상의 -  구제하의 -  보세신발 -  조던기타 악세 -  보세,스파오,보세키,몸무게(선택) - 174,55']"
113,제주 갱갱,"['🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\u200b\u200b<기본양식> 아우터 -  구제상의 -  앨리밴슨하의 -  토피(리폼)신발 -  컨버스x꼼데기타 악세 -  키,몸무게(선택) - 173/60\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b']"
114,레더 블레이져 갖고 계신분 있나요,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b\u200b관련 링크(없으면 미첨부) ▷\u200b여기 저기 가죽브랜드랑 알아보고 있습니당실측봤을때 스페로네랑 에이징씨씨씨는 제 기준 기장이 긴거같아서도프제이슨 생각중이긴 한데,,,아니면 여자옷을 크게 입을까도 생각 중이고\u200b혹시 가죽 블레이져 보유하고 계시면 어느제품 사셨는지 알려주실수 있을까요?-?']"
115,학교다녀오고싶습니다(교복이 그리워요😭),"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\u200b<기본양식> 아우터 -  상의 -  구제베스트하의 -  파츠신발 -  기타 악세 -  키,몸무게(선택) - 179/71']"
116,이런 느낌의 카키색 블루종? 아우터? 있을까요?,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b\u200b관련 링크(없으면 미첨부) ▷\u200b\u200b\u200b정확히 말씀드리면 저런 스타일에 코듀로이(?) 재질은 아닌 나일론 재질 아우터가 있을까요?혹시 아시고 계신분은 꼭좀 제보 부탁드립다. 완전 구제느낌의 카키색 아우터도 괜찮아요\u200b1. 카라가 저런느낌2. 코듀로이가 아닌 나일론 재질3. 손목 시보리가 없으면 좋겠지만 있어도 괜찮음\u200b\u200b답변 해주시는 모든 분들 정말 감사하겠습니다.\u200b']"
117,미니멀한 코트 & 독특한 레더팬츠 & 옵화블레이져로 마무리❤️,"['<기본양식> 아우터 -  구제상의 -  애프터프레이하의 -  애프터프레이신발 -  나이키X오프화이트 블레이져\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n패션 크리에이터 김동영(@dy_collection_)님의 Instagram 프로필 • 사진 및 동영상 178개\n팔로워 1,068명, 팔로잉 396명, 게시물 178개 - 패션 크리에이터 김동영(@dy_collection_)님의 Instagram 사진 및 동영상 보기\nwww.instagram.com\n\n\n\n\n\n\n \n\n\n\n\u200b\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652']"
118,ㅊ...ㅜ..ㅂ..ㄷ..ㅏ...,"['🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \u200b<기본양식> 아우터 -  상의 -  엑스씨엑스메인하의 -  챔피온 구제신발 -  나이키기타 악세 -  네이버 틴트 선글라스(갓성비)키,몸무게(선택) -']"
119,디네댓 못 잃습니다!,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 -  ❌상의 -  디스이즈네버댓하의 -  구제신발 -  조던1기타 악세 -  뉴욕양키즈 비니, 투명안경키,몸무게(선택) - \u200b여긴 동대문 성곽 공원입니다!\n\n\n\n \n\n\n\n\n\n\n\n\n훈스델리 (24)(@callmeleon0333) • Instagram 사진 및 동영상\n팔로워 874명, 팔로잉 657명, 게시물 27개 - 훈스델리 (24)(@callmeleon0333)님의 Instagram 사진 및 동영상 보기\nwww.instagram.com\n\n\n\n\n\n\n \n\n\n\n\u200b']"
120,"생로랑 벨트 코디!! 대학생 올블랙 데일리룩입니다..! 남친룩, 미니멀룩, 락시크","['작성하신 글은 유튜브 컨텐츠로 사용될 수 있습니다... 더보기\n\n\n\n\n\n\n\n\n\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \u200b<기본양식> 아우터 -  상의 -  하의 -  신발 -  기타 악세 -  키,몸무게(선택) - \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n아우터 구제상의 hm하의 쓰리타임즈신발 발레리안\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n아우터 자라상의 세인트페인하의 피스워커\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n상의 hm벨트 생로랑목걸이 오퓨즈\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n아우터 구제상의 자라하의 hm신발 생로랑\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n아우터 구제상의 보세목걸이 블레스드뷸렛벨트 생로랑\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n상의 참스\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n목걸이 오퓨즈자켓 자라\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n목걸이 오퓨즈상의 보세\u200b\u200b이상입니다~~\n\n\n\n \n\n\n\n\n\n백유신(@ysl__i) • Instagram 사진 및 동영상\n팔로워 3,301명, 팔로잉 901명, 게시물 121개 - 백유신(@ysl__i)님의 Instagram 사진 및 동영상 보기\nwww.instagram.com\n\n\n\n\n\n\n \n\n\n\n\u200bhttps://www.instagram.com/ysl__i/']"
121,ㅁㅈㅁㄴㄷ 착장?,"['\u200b🔈생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \u200b<원하는 스타일> - 캐주얼,스트릿?\u200b<아쉬운점, 피드백 받고 싶은 포인트> - 이런 옷 스타일들은 어떤 스타일인가요 ?\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b<기본양식> 아우터 -  구제상의 -  보세하의 -  ㅁㅈㅁㄴㄷ신발 -  조던기타 악세 -  없음키,몸무게(선택) - 174/55']"
122,오랜만에 크림진...(feat.구두약묻음..),"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 -  미치코런던(구제)상의 -  니티드하의 -  랩12신발 -  로맨틱무브기타 악세 -  미나브키,몸무게(선택) - 178/77\u200b새해 첫날 첫데이트 갑니다잇... \u200b모르고 롤업안하고 신어서 크림진에 묻었어요 ㅠㅠ 구두약 ㅠㅠ 엉엉 이거는 이제 그냥 롤업없이 입어야겠어요 ... 그래.. 어짜피 손 많이 안가더라 ... 흙...']"
123,[후기]연청을 향한 모험의 끝 리바이스 512 연청,"[""*쇼핑후기 게시판은 제품 실사 혹은 실사용 후기가 필수입니다. 누락 될 경우 삭제 될 수 있으니 참고해주세요. \u200b\u200b📌기본양식 \u200b브랜드,품명 -  Levi's 512 연청\u200b제품 사진(실사) - \u200b##앞의 내용은 구매하기까지의 내용입니다 제품리뷰를 보시려면 맨 아래로 내려주세요\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n어느 날 주우재님의 이 사진을 보고 저는 연청에 꽂혀버립니다.\u200b그 이후 여러 브랜드를 보며 저것과 비슷한 연청을 찾아 헤맸죠\u200b헤매다 처음 컨택한 것은 모드나인의 오버타임이었습니다\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n(모드나인 상품페이지)\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n[출처] 짱구대디카페 '쿨창이'님의 오버타임 리뷰의 사진입니다\u200b원래 찾던 색감과는 다르지만 연청에 가까운 색감에 무엇보다 쿨창이님의 리뷰에서 본 저 빙하가 떠있는 극지방의 깊은 바다를 바라보는 듯한 워싱이 저를 사로잡았고 룩에서의 또다른 포인트가 되어주지 않을까 했습니다. 모드나인이란 브랜드에 신뢰도 있었구요\u200b\u200b\u200b그런데...\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n접은부분만 황변 안된 오버타임..\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n[출처] 모드나인 카페후기\u200b많은 분들의 후기에서 황변 현상이 나타난다는 이야기가 있었고 사진을 통해서도 황변이 진행된 오버타임들을 보게 되었습니다.. 제가 원한건 쨍하디 하얀 연청색이었는데 이럼 나가린데.. 하면서 고민하는 동안 오버타임은 품절이 되어버렸고 몇회 착용안한 매물조차도 황변이 진행된 오버타임들이 대부분이더라구요...여러번 착용을 통한 황변이면 세탁하면 되니 모르지만 1~2회 심지어 보관만으로도 황변이 되는 경우도 있었다고 해서 결국 마음을 접게 되었습니다..오버타임 관련 모든 글을 다 읽어봤을 겁니다.. 오버타임가지고 마음고생 엄청했네요...\u200b그러고 다음 연청을 찾아 헤맸지만 맘에 드는 연청이 없었고 (핏이 맘에들면 색감이 색감이 맘에들면 핏이...)\u200b주우재님이 착용하신 모델이 리바이스 512라는 말을 듣고 (구제 샵에서 구매하셨다는데 빈티지모델인지 현행인지 정확한 모델연도는 모릅니다)\u200b리바이스 공홈을 찾아보고 네이버 쇼핑에서도 확인해봤지만 512모델은 찾을 수 없었습니다..\u200b하지만 저는 이에 좌절하지 않고 리바이스 미국 공홈에서 512 연청모델을 찾아내었고 인생 첫 직구를 하기로 마음먹고 페이팔로 결제까지 완료하였습니다.\u200b\u200b근데.. 리바이스 공홈은 제 카드를 벹더군요.. 알아보니 배대지를 막는다는 얘기가 있더라구요.. 하지만 저는 포기하지 않고 아마존을 통하여 구매를 하였고 2주 가까이의 시간을 기다려(연말 크리스마스 겹쳐서 오지게 기다림)\u200b 드디어 받게 되었습니다!!\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b일단 색감은 너무 맘에 들었습니다\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b가슴을 뛰게 하는 리바이스의 백 패치와수량 확인을 위해 100장당 하나꼴로 나온다는 블랭크탭(저는 일반탭이나 블랭크탭이나 크게 신경쓰진 않아요 ㅎㅎ)\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n슬림 테이퍼드핏의 라인이 깔끔하게 감겨서 너무 만족스러웠고 기장까지 찰떡이라 너무 좋았습니다.172/60 기준 항상 28사이즈의 바지를 착용하는데이 바지는 허리 29에 기장 30으로 했는데 딱 저스트였습니다!! \u200b리바이스는 올드하다는 편견으로 요즘의 핏감과는 많이 다를거라고 생각한 저를 반성하게 하는 바지였습니다. 역시 리바이스는 근본이었고 앞으로도 근본일것 같습니다. 청바지에 대해 고민하시는 분들이 있다면 리바이스도 한번 구경해보시길 바랍니다!\u200b\u200b\u200b+)근데 분명 미국에서 건너온 상품인데상품탭을 보니 리바이스 코리아였습니다.... (리바이스의 본고장으로부터 역수입의 역수입..)\u200b\u200b\u200b같은거 구매하시려는분 계시다면 온라인은 제가 다 뒤졌는데 없었으니 오프매장 가보시면 분명 있을것 같습니다..\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b\u200b++) 덧글에서 알려주셨는데 택은 전세계 공통이고 한국수입을 위해선 한글표기가 필수라서 모든 바지에 공통으로 들어가있다네요 ㄷㄷ""]"
124,벨벳맛 블레이져?마이?,"['\u200b🔈생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \u200b<원하는 스타일> - 캐주얼,스트릿\u200b<아쉬운점, 피드백 받고 싶은 포인트> - 저의 첫 블레이져인데 괜찮은지 피드해주세용(색은 어두운 계열의 갈색 입니다 바지포함)\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b<기본양식> 아우터 -  구제상의 -  구제하의 -  보세신발 -  컨버스기타 악세 -  스파오,보세,보세키,몸무게(선택) - 174,55']"
125,키작은 꼬마의 헤드셋룩 #4,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b<기본양식> 아우터 -  구제, 스파오상의 -  하의 -  신발 -  기타 악세 -  모자(호텐)키,몸무게(선택) - 170/75\u200b기분 좋은 날에는 입고싶은 것만 입고 찍는게좋죠 ~ (크리스마스 이부)']"
126,내일은 그저 빨간날,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 -  구제상의 -  유니클로하의 -  모드나인신발 -  나이키기타 악세 -  47,갭키,몸무게(선택) - 169/48\u200b최근 아이폰으로 바꿨는데 카메라 진짜 좋네요 ㄷㄷ\n\n\n\n \n\n\n\n\n\n\n\n\n준우(@_c.jjunu_) • Instagram 사진 및 동영상\n팔로워 165명, 팔로잉 119명, 게시물 14개 - 준우(@_c.jjunu_)님의 Instagram 사진 및 동영상 보기\ninstagram.com']"
127,광장시장 구제룩..??,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \u200b<기본양식> 아우터 -  상의 -  구제하의 -  구제신발 -  뉴발990v4트리플 블랙기타 악세 -  보세키,몸무게(선택) - 170,62\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b']"
128,아침 산책 데일리룩!,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \u200b\u200b날씨가 좋아서 브런치 먹고 산책 다녀왔습니다!!\u200b\u200b<기본양식> 아우터 -  구제상의 -  보세하의 -  보세신발 -  금강제화기타 악세 -  X\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n키,몸무게(선택) --171cm, 58kg']"
129,NFL 아노락,"['*1번 사고싶은 물건의 사진은 꼭 넣어주세요. 그 외의 신체 스팩, 인스타링크 등등 나머지는 선택사항입니다. \u200b1. 사고싶은 물건의 이름과 사진 (링크도 필요시 첨부) 엔에프엘 블록 아노락\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b\u200b2. 고민중인 이유 (신체 스팩 혹은 인스타 링크 등 필요시 첨부) 쿠폰 쓰고 이것저것 할인하면 12~13발이면 살 것 같은데 활용성이 좋을까요??신서유기에서 피오가 입고 나온 거 보면 이뻐 보였는데 자주 입을까 하는 고민이 드네요..!!\u200b\u200b3. 소장하고 있는 아이템들 (필요시 첨부) \u200b']"
130,완전 무난 그자체 ma-1,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 - 로스코 ma-1  상의 -  보세 쇼핑몰 후드티하의 -  구제 코듀로이 팬츠 신발 -  나이키 에어포스1 기타 악세 -  비니 원더플레이스키,몸무게(선택) - 172/69\u200b제주에 살고 있어서 날씨가 서울만큼 춥지않아 나름 옷은 다양하게 입을 수 있어서 좋은 것 같아요 :)그냥 무난한 코디인데 뭔가 심플하니 마음에 들어 올려봅니다 !\u200b\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n오재 ◡̈(@ojaeh) • Instagram 사진 및 동영상\n팔로워 567명, 팔로잉 595명, 게시물 756개 - 오재 ◡̈(@ojaeh)님의 Instagram 사진 및 동영상 보기\nwww.instagram.com\n\n\n\n\n\n\n \n\n\n\n\u200b']"
